Ticker,Company,Sector,Industry,MarketCap,P/E,FwdP/E,InsiderOwn,EarningsDate,Volume,Price,RS,Date,ATH,52W High,U/D,^IXIC Total,Total,Prev Total,No1,No4,No5,No6,SMA10,EMA8,EMA21,SMA50,SMA200,EMA8 Gap,SMA200 Gap,Volume SMA50,BuyFlg1,BuyFlg2,BuyFlg4,BuyingFlg
SCHW,Charles Schwab Corp.,Financial,Capital Markets,112.69B,25.05,14.59,6.30%,Jan 17/b,"5,357,472",63.58,27.13,2024-02-20,92.530495,79.519424,1.1309413853673074,7,6,6.0,1,1,0,1,63.2512161,63.51175377224219,63.38735751305581,65.16570082,58.244587775,0.11,9.16,8924016.0,1,1,0,0.0
TJX,"TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,110.96B,27.57,23.67,0.14%,Feb 28/b,"5,591,584",97.36,39.53,2024-02-20,98.414314,98.414314,1.6166760355212897,7,7,7.0,1,1,1,1,97.6590904,96.92626508382112,94.94869350547091,93.97349948000002,87.53301723499999,0.45,11.23,4645610.0,1,1,1,0.0
PGR,Progressive Corp.,Financial,Insurance - Property & Casualty,110.90B,28.78,18.13,0.29%,Jan 24/b,"2,497,968",189.48,77.51,2024-02-20,189.479996,189.479996,1.539677038377907,7,7,7.0,1,1,1,1,184.8320007,182.49602176044277,174.30677735075577,169.57546822,146.141648615,3.83,29.66,2300922.0,1,1,1,0.0
VRTX,"Vertex Pharmaceuticals, Inc.",Healthcare,Biotechnology,108.66B,30.28,22.83,0.43%,Feb 05/a,"1,056,496",420.64,68.99,2024-02-20,446.079987,446.079987,1.8407515725955652,7,7,7.0,1,1,1,1,420.2760043,423.3640399268239,415.94861877941474,415.60260142,367.137600115,-0.64,14.57,1596866.0,1,1,1,0.0
C,Citigroup Inc,Financial,Banks - Diversified,106.07B,13.77,7.83,0.29%,Jan 12/b,"16,537,859",55.42,64.33,2024-02-20,399.634552,56.550262,1.2202726259869554,7,7,7.0,1,1,1,1,54.3309993,54.19728010908917,52.367319826449176,52.2325892,45.27544279,2.26,22.41,19115002.0,1,1,1,0.0
SBUX,Starbucks Corp.,Consumer Cyclical,Restaurants,105.82B,24.99,19.63,2.64%,Jan 30/a,"8,844,526",93.46,3.88,2024-02-20,118.905746,112.093681,0.9689159563726336,7,1,1.0,0,0,0,0,94.7037849,93.85414482619215,94.18184190108614,94.040919,96.668139275,-0.42,-3.32,8657796.0,0,0,0,0.0
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,103.93B,27.25,19.93,4.29%,Feb 02/b,"417,733",946.87,58.13,2024-02-20,959.72998,959.72998,1.3548893233881285,7,7,7.0,1,1,1,1,946.1159912,943.843785242141,919.634693299972,911.16559814,815.9945010450001,0.32,16.04,585336.0,1,1,1,0.0
ADP,Automatic Data Processing Inc.,Industrials,Staffing & Employment Services,103.91B,29.44,25.29,0.52%,Jan 31/b,"1,439,426",252.94,34.11,2024-02-20,262.629425,252.970001,1.5124932474851445,7,6,5.0,1,1,1,0,251.0670012,248.10537578816133,242.2346629642103,239.10400018,232.730593385,1.95,8.68,1720882.0,1,1,0,0.0
LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,102.52B,15.40,15.30,0.11%,Jan 23/b,"1,364,125",424.27,7.75,2024-02-20,491.247406,491.247406,0.6282260055649723,7,2,2.0,0,1,0,0,425.4790007,428.6307608929819,436.4317074182081,442.67820068,441.238145,-1.02,-3.85,1173850.0,1,0,0,0.0
BMY,Bristol-Myers Squibb Co.,Healthcare,Drug Manufacturers - General,100.83B,12.93,6.99,0.09%,Feb 02/b,"13,778,750",49.86,0.78,2024-02-20,77.439217,71.69265,1.041566534042027,7,0,0.0,0,0,0,0,49.2929996,49.42356630359959,49.93837321158368,50.16527742,56.46352032000001,0.88,-11.7,15984682.0,0,1,0,0.0
DE,Deere & Co.,Industrials,Farm & Heavy Construction Machinery,100.06B,10.41,12.75,7.21%,Feb 15/b,"1,973,770",357.38,4.65,2024-02-20,443.134491,443.134491,0.8200392648064743,7,3,3.0,0,0,0,0,377.8130007,379.3746064210145,383.271449610542,385.82829838,388.554574565,-5.8,-8.02,1639040.0,0,0,0,0.0
CI,Cigna Group,Healthcare,Healthcare Plans,99.84B,19.63,10.68,1.80%,Feb 02/b,"1,624,923",341.35,62.01,2024-02-20,341.350006,341.350006,2.86590019883266,7,7,7.0,1,1,1,1,336.0269989,327.977580771836,314.36955763107267,308.1194012,286.350354735,4.08,19.21,1928744.0,1,1,1,0.0
MMC,"Marsh & McLennan Cos., Inc.",Financial,Insurance Brokers,98.77B,26.70,21.20,0.12%,Jan 25/b,"1,210,345",200.89,31.0,2024-02-20,201.140228,201.140228,1.790985462199271,7,7,7.0,1,1,1,1,197.7500014,196.9106956838659,195.0133821557688,193.4820925,189.04478635,2.02,6.27,1824590.0,1,1,1,0.0
MDLZ,Mondelez International Inc.,Consumer Defensive,Confectioners,98.55B,20.22,19.15,0.27%,Jan 30/a,"7,733,430",73.19,24.03,2024-02-20,77.018669,77.018669,1.141796512950777,7,5,4.0,1,1,1,0,73.1470016,73.41870416937883,73.01773502154111,72.95129254,71.1617659,-0.31,2.85,6664474.0,1,1,0,0.0
BSX,Boston Scientific Corp.,Healthcare,Medical Devices,97.01B,61.87,25.94,0.45%,Jan 31/b,"7,580,418",66.22,72.09,2024-02-20,66.220001,66.220001,1.9062642548206008,7,7,7.0,1,1,1,1,65.45799939999999,64.38410728993097,61.48228849064829,60.05519976,54.410949835,2.85,21.7,6613338.0,0,1,1,0.0
CVS,CVS Health Corp,Healthcare,Healthcare Plans,96.03B,11.80,8.25,0.19%,Feb 07/b,"6,924,020",76.31,29.45,2024-02-20,104.604469,87.064178,0.914605998262532,7,6,6.0,1,1,1,0,76.1510002,75.7162273728496,75.00189251724186,75.88917124,70.5019036,0.78,8.24,11588126.0,1,0,0,0.0
ABNB,Airbnb Inc,Consumer Cyclical,Travel Services,94.16B,20.48,30.00,35.06%,Feb 13/a,"5,229,688",148.15,59.68,2024-02-20,216.839996,157.690002,1.015133320119854,7,7,7.0,1,1,1,1,150.1384994,148.50596669629746,143.71269949906903,143.04749937999998,131.982074965,-0.24,12.25,5185200.0,0,1,1,0.0
ADI,Analog Devices Inc.,Technology,Semiconductors,93.91B,28.96,22.05,0.36%,Feb 21/b,"4,600,510",189.40,20.93,2024-02-20,201.369995,201.369995,1.542668694843545,7,4,4.0,1,1,0,0,190.1000014,190.7116385806367,190.29997967195132,192.56840088,182.666608285,-0.69,3.69,3303008.0,1,1,0,0.0
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,89.76B,15.99,9.55,0.11%,Feb 06/a,"7,874,245",72.04,6.98,2024-02-20,91.175011,87.290001,0.7506065551770367,7,3,3.0,0,1,0,0,73.7620003,75.37769919072673,77.77989018543022,79.75559600000001,76.87171015499999,-4.43,-6.29,7592006.0,0,0,0,0.0
MU,Micron Technology Inc.,Technology,Semiconductors,89.10B,-,12.38,0.68%,Dec 20/a,"12,627,192",80.71,53.48,2024-02-20,95.94828,89.239998,1.566625066470638,7,6,6.0,1,1,0,1,83.1109985,83.62285387887755,83.12142356116608,83.72891666,71.944358465,-3.48,12.18,14692214.0,1,1,0,0.0
FI,"Fiserv, Inc.",Technology,Information Technology Services,88.79B,29.60,14.77,0.69%,Feb 06/b,"2,542,032",147.93,61.23,2024-02-20,148.039993,148.039993,1.6049347524927455,7,7,7.0,1,1,1,1,144.8349977,144.08760423489764,139.4025368487771,138.18959962,124.977449955,2.67,18.37,2741574.0,1,1,1,0.0
KLAC,KLA Corp.,Technology,Semiconductor Equipment & Materials,88.14B,33.10,23.46,0.15%,Jan 25/a,"1,262,762",651.77,85.26,2024-02-20,661.349976,661.349976,1.280327021262845,7,7,7.0,1,1,1,1,637.7464052,629.0571537165564,600.092524286164,591.10100098,502.98364105,3.61,29.58,987938.0,1,1,1,0.0
MELI,MercadoLibre Inc,Consumer Cyclical,Internet Retail,87.97B,89.63,49.61,10.77%,Feb 22/a,"371,948",1740.01,81.39,2024-02-20,1984.339966,1795.800049,1.4036940442088162,7,7,7.0,1,1,1,1,1736.5809936,1734.447457452617,1675.485060967064,1661.16219966,1383.788952035,0.32,25.74,337320.0,1,1,1,0.0
AMT,American Tower Corp.,Real Estate,REIT - Specialty,87.83B,123.48,38.74,0.68%,Feb 27/b,"2,241,019",188.40,13.18,2024-02-20,283.366425,218.809998,0.885012748187449,7,3,3.0,1,1,0,0,190.7040007,193.02708280863104,197.4420540454512,203.7435175,186.838661705,-2.4,0.84,2155874.0,1,0,0,0.0
APO,Apollo Global Management Inc,Financial,Asset Management,86.58B,13.02,12.08,49.92%,Feb 08/b,"2,653,431",109.60,89.14,2024-02-20,113.620003,113.620003,2.3330986265511355,7,7,7.0,1,1,1,1,109.2098234,106.55821550903302,100.66378868859589,98.06828196,84.51528551999999,2.85,29.68,2414190.0,1,1,1,0.0
ZTS,Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,85.42B,36.79,28.57,0.15%,Feb 13/b,"2,502,757",186.55,26.35,2024-02-20,242.464111,199.637207,1.4021536463756754,7,5,5.0,1,1,0,0,191.51500070000003,190.3170046063552,189.784671419749,192.45272212,179.40083069499997,-1.98,3.99,1960854.0,0,1,0,0.0
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,83.58B,69.02,35.09,0.68%,Feb 21/a,"1,115,694",547.98,63.56,2024-02-20,575.299988,575.299988,0.911435575565118,7,7,7.0,1,1,1,1,558.1609984,550.2301355120104,537.6701084894727,534.6936011,475.72780086000006,-0.41,15.19,1383218.0,0,0,1,0.0
HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,82.59B,16.26,13.51,27.23%,Jan 30/b,"774,903",308.58,55.03,2024-02-20,314.660004,314.660004,2.107753025970052,7,6,6.0,1,1,1,1,307.0799989,303.0265708206871,289.6778413084828,284.5457056,268.87170663,1.83,14.77,1178000.0,1,1,1,0.0
KKR,KKR & Co. Inc,Financial,Asset Management,82.43B,30.62,15.47,24.49%,Feb 06/b,"4,874,650",93.14,91.46,2024-02-20,97.452133,97.452133,2.226466186719089,7,7,7.0,1,1,1,1,95.5205543,92.3735787295148,86.4604816917256,85.23758866,65.576172195,0.83,42.03,3643616.0,1,1,1,0.0
ANET,Arista Networks Inc,Technology,Computer Hardware,81.16B,39.46,30.35,18.52%,Feb 12/a,"2,717,542",259.61,90.69,2024-02-20,282.450012,282.450012,1.33095766240947,7,7,7.0,1,1,1,1,269.0200043,265.7024918639463,254.50156656614823,250.62300086,196.91320007,-2.29,31.84,2141586.0,1,1,1,0.0
WM,"Waste Management, Inc.",Industrials,Waste Management,81.04B,35.62,25.85,0.24%,Feb 12/a,"2,548,368",201.79,66.66,2024-02-20,201.789993,201.789993,1.2177044392990273,7,7,7.0,1,1,1,1,194.689,192.79446654925317,185.7357129168193,183.1634,167.71154632000002,4.67,20.32,1664640.0,1,1,1,0.0
EQIX,Equinix Inc,Real Estate,REIT - Specialty,80.24B,82.90,67.77,0.37%,Feb 14/a,"568,030",854.74,41.08,2024-02-20,874.969971,874.969971,0.9558987506255652,7,7,7.0,1,1,1,1,849.7239929,841.9954319866432,823.1867296862802,816.9675964599999,770.3139575400002,1.51,10.96,445542.0,0,0,1,0.0
SHW,Sherwin-Williams Co.,Basic Materials,Specialty Chemicals,79.67B,33.68,24.61,8.05%,Jan 25/b,"998,164",311.26,62.78,2024-02-20,345.394104,313.269989,1.2160579315525093,7,7,7.0,1,1,1,1,310.31399840000006,308.69915784014296,302.5566994073815,304.87599792000003,267.955225605,0.83,16.16,1510536.0,1,1,1,0.0
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,79.51B,76.50,42.06,0.95%,Feb 12/a,"1,799,208",292.07,71.31,2024-02-20,311.940002,311.940002,1.3106078832939188,7,7,7.0,1,1,1,1,299.2519958,294.79701640313857,285.3915892263188,280.85400028,247.628950125,-0.93,17.95,1575012.0,1,1,1,0.0
WDAY,Workday Inc,Technology,Software - Application,79.42B,1277.41,45.67,21.67%,Feb 26/a,"1,594,952",301.98,87.59,2024-02-20,305.089996,305.089996,1.650899141400491,7,7,7.0,1,1,1,1,299.4410033,296.8895933053715,285.31502290333566,283.86860044,238.07470056,1.71,26.84,1431968.0,0,1,1,0.0
ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,78.12B,32.49,20.67,0.82%,Feb 08/b,"2,501,489",136.43,67.44,2024-02-20,137.119995,137.119995,1.5159267248190638,7,7,7.0,1,1,1,1,134.0990006,132.63408712726695,127.96579179119884,126.9710389,114.99768322,2.86,18.64,2547406.0,1,1,1,0.0
CRWD,Crowdstrike Holdings Inc,Technology,Software - Infrastructure,77.74B,-,85.92,7.46%,Mar 05/a,"4,136,727",323.71,99.99,2024-02-20,334.549988,334.549988,1.6360973814372497,7,7,7.0,1,1,1,1,323.4879973999999,314.6483671217047,289.2743085942882,281.50099854,194.043649795,2.88,66.82,3036800.0,1,1,1,0.0
ITW,"Illinois Tool Works, Inc.",Industrials,Specialty Industrial Machinery,76.37B,26.24,23.44,0.34%,Feb 01/b,"1,095,026",255.60,32.55,2024-02-20,265.809998,265.809998,1.1076473046385291,7,5,5.0,1,1,0,0,254.8649993,255.8561582189808,254.50806025023812,256.55692324,240.77836021,-0.1,6.16,1059156.0,1,1,0,0.0
CME,CME Group Inc,Financial,Financial Data & Stock Exchanges,75.95B,23.81,21.60,0.39%,Feb 14/b,"1,273,844",210.99,,,,,,,,,,,,,,,,,,,,,,,,
GD,General Dynamics Corp.,Industrials,Aerospace & Defense,73.68B,22.36,16.48,0.60%,Jan 24/b,"697,551",268.93,,,,,,,,,,,,,,,,,,,,,,,,
SO,Southern Company,Utilities,Utilities - Regulated Electric,73.14B,18.49,15.50,0.23%,Feb 15/b,"6,385,835",67.04,,,,,,,,,,,,,,,,,,,,,,,,
SNOW,Snowflake Inc,Technology,Software - Application,72.47B,-,195.66,6.88%,Feb 28/a,"6,028,646",220.08,,,,,,,,,,,,,,,,,,,,,,,,
CSX,CSX Corp.,Industrials,Railroads,72.21B,19.98,16.78,0.23%,Jan 24/a,"14,300,465",36.86,,,,,,,,,,,,,,,,,,,,,,,,
MO,Altria Group Inc.,Consumer Defensive,Tobacco,70.98B,8.82,7.67,0.13%,Feb 01/b,"8,768,002",40.25,,,,,,,,,,,,,,,,,,,,,,,,
DUK,Duke Energy Corp.,Utilities,Utilities - Regulated Electric,70.89B,25.91,14.51,0.16%,Feb 08/b,"2,590,763",91.94,,,,,,,,,,,,,,,,,,,,,,,,
CMG,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,70.75B,58.19,39.81,0.65%,Feb 06/a,"203,214",2580.20,,,,,,,,,,,,,,,,,,,,,,,,
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,70.33B,23.84,22.60,15.82%,Feb 13/b,"2,162,176",242.94,,,,,,,,,,,,,,,,,,,,,,,,
CL,Colgate-Palmolive Co.,Consumer Defensive,Household & Personal Products,69.65B,30.47,22.23,0.13%,Jan 26/b,"5,404,575",84.61,,,,,,,,,,,,,,,,,,,,,,,,
BDX,Becton Dickinson & Co.,Healthcare,Medical Instruments & Supplies,69.53B,56.92,16.77,0.14%,Feb 01/b,"1,193,936",240.66,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,69.26B,16.67,11.64,0.28%,Jan 19/b,"10,236,408",48.52,,,,,,,,,,,,,,,,,,,,,,,,
TGT,Target Corp,Consumer Defensive,Discount Stores,69.20B,19.09,16.34,0.26%,Nov 15/b,"3,474,440",149.89,,,,,,,,,,,,,,,,,,,,,,,,
MCO,Moody's Corp.,Financial,Financial Data & Stock Exchanges,68.50B,42.97,30.27,0.23%,Feb 13/b,"964,922",375.32,,,,,,,,,,,,,,,,,,,,,,,,
BMO,Bank of Montreal,Financial,Banks - Diversified,68.20B,22.63,9.85,0.03%,Feb 27/b,"520,699",94.60,,,,,,,,,,,,,,,,,,,,,,,,
NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,68.10B,33.71,16.42,0.28%,Jan 25/b,"1,367,775",453.91,,,,,,,,,,,,,,,,,,,,,,,,
PH,Parker-Hannifin Corp.,Industrials,Specialty Industrial Machinery,66.71B,25.71,19.92,0.57%,Feb 01/b,"685,793",519.53,,,,,,,,,,,,,,,,,,,,,,,,
MCK,Mckesson Corporation,Healthcare,Medical Distribution,66.59B,22.97,16.33,0.06%,Feb 07/a,"650,951",506.74,,,,,,,,,,,,,,,,,,,,,,,,
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,65.97B,8.40,9.45,0.39%,Feb 22/a,"3,674,656",113.13,,,,,,,,,,,,,,,,,,,,,,,,
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,64.45B,49.20,31.09,2.64%,Feb 08/b,"227,035",1159.01,,,,,,,,,,,,,,,,,,,,,,,,
USB,U.S. Bancorp.,Financial,Banks - Regional,64.06B,12.56,9.37,0.22%,Jan 17/b,"7,328,458",41.14,,,,,,,,,,,,,,,,,,,,,,,,
SCCO,Southern Copper Corporation,Basic Materials,Copper,63.67B,26.25,18.05,88.99%,Feb 02/b,"581,563",82.36,,,,,,,,,,,,,,,,,,,,,,,,
PYPL,PayPal Holdings Inc,Financial,Credit Services,62.84B,15.24,10.34,0.89%,Feb 07/a,"12,399,526",58.63,,,,,,,,,,,,,,,,,,,,,,,,
APH,Amphenol Corp.,Technology,Electronic Components,62.75B,33.68,28.32,0.62%,Jan 24/b,"2,165,826",104.61,,,,,,,,,,,,,,,,,,,,,,,,
MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,62.38B,7.05,11.16,0.22%,Jan 30/b,"2,896,213",164.29,,,,,,,,,,,,,,,,,,,,,,,,
CTAS,Cintas Corporation,Industrials,Specialty Business Services,62.31B,44.57,38.02,15.03%,Dec 21/b,"423,535",614.64,,,,,,,,,,,,,,,,,,,,,,,,
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,62.10B,9.13,9.89,0.23%,Jan 31/b,"3,483,203",141.14,,,,,,,,,,,,,,,,,,,,,,,,
ECL,"Ecolab, Inc.",Basic Materials,Specialty Chemicals,61.70B,45.21,29.75,11.09%,Feb 13/b,"1,188,517",216.39,,,,,,,,,,,,,,,,,,,,,,,,
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,61.27B,26.91,22.04,0.99%,Feb 07/a,"413,704",1035.63,,,,,,,,,,,,,,,,,,,,,,,,
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,59.91B,145.31,18.13,0.57%,Feb 07/b,"2,517,514",104.80,,,,,,,,,,,,,,,,,,,,,,,,
FDX,Fedex Corp,Industrials,Integrated Freight & Logistics,59.86B,14.19,11.05,8.33%,Dec 19/a,"1,671,562",239.54,,,,,,,,,,,,,,,,,,,,,,,,
EPD,Enterprise Products Partners L P,Energy,Oil & Gas Midstream,59.57B,10.89,9.71,33.98%,Feb 01/b,"5,863,063",27.43,,,,,,,,,,,,,,,,,,,,,,,,
PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,58.44B,11.48,10.37,0.40%,Jan 16/b,"2,044,297",146.70,,,,,,,,,,,,,,,,,,,,,,,,
DELL,Dell Technologies Inc,Technology,Computer Hardware,58.24B,22.83,11.60,66.52%,Feb 29/a,"3,111,062",82.46,,,,,,,,,,,,,,,,,,,,,,,,
ROP,Roper Technologies Inc,Technology,Software - Application,58.12B,42.85,27.68,0.43%,Jan 31/b,"440,488",544.11,,,,,,,,,,,,,,,,,,,,,,,,
MNST,Monster Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,57.64B,37.49,30.43,28.27%,Nov 02/a,"5,620,358",55.40,,,,,,,,,,,,,,,,,,,,,,,,
NSC,Norfolk Southern Corp.,Industrials,Railroads,57.33B,31.59,18.52,0.11%,Jan 26/b,"1,535,055",253.79,,,,,,,,,,,,,,,,,,,,,,,,
RSG,"Republic Services, Inc.",Industrials,Waste Management,56.64B,34.83,30.09,0.13%,Feb 27/a,"1,283,592",180.01,,,,,,,,,,,,,,,,,,,,,,,,
MRVL,Marvell Technology Inc,Technology,Semiconductors,56.23B,-,32.57,1.17%,Mar 07/a,"12,304,913",65.04,,,,,,,,,,,,,,,,,,,,,,,,
PCAR,Paccar Inc.,Industrials,Farm & Heavy Construction Machinery,56.18B,12.25,12.54,1.80%,Jan 23/b,"2,322,898",107.41,,,,,,,,,,,,,,,,,,,,,,,,
FCX,Freeport-McMoRan Inc,Basic Materials,Copper,54.69B,30.04,18.17,1.68%,Jan 24/b,"10,516,332",38.14,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,Autodesk Inc.,Technology,Software - Application,54.60B,60.15,31.38,0.31%,Feb 29/a,"1,277,518",255.26,,,,,,,,,,,,,,,,,,,,,,,,
MSI,Motorola Solutions Inc,Technology,Communication Equipment,53.67B,32.53,23.39,0.47%,Feb 08/a,"641,711",323.04,,,,,,,,,,,,,,,,,,,,,,,,
PXD,Pioneer Natural Resources Co.,Energy,Oil & Gas E&P,53.53B,10.94,10.99,0.73%,Feb 22/b,"3,728,380",229.14,,,,,,,,,,,,,,,,,,,,,,,,
TEAM,Atlassian Corporation,Technology,Software - Application,53.12B,-,66.91,40.03%,Feb 01/a,"1,767,821",204.78,,,,,,,,,,,,,,,,,,,,,,,,
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,52.80B,177.83,58.00,0.05%,Feb 13/a,"3,622,559",92.81,,,,,,,,,,,,,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,52.41B,54.46,21.22,1.20%,Jan 25/a,"1,109,401",241.74,,,,,,,,,,,,,,,,,,,,,,,,
OXY,Occidental Petroleum Corp.,Energy,Oil & Gas E&P,52.38B,15.25,12.88,0.34%,Feb 14/a,"16,896,772",59.56,,,,,,,,,,,,,,,,,,,,,,,,
COF,Capital One Financial Corp.,Financial,Credit Services,52.32B,11.50,8.44,1.36%,Jan 25/a,"16,526,508",137.39,,,,,,,,,,,,,,,,,,,,,,,,
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,52.25B,37.76,28.07,1.58%,Feb 06/a,"3,235,818",86.90,,,,,,,,,,,,,,,,,,,,,,,,
FTNT,Fortinet Inc,Technology,Software - Infrastructure,52.15B,46.68,35.31,17.43%,Feb 06/a,"3,271,365",67.91,,,,,,,,,,,,,,,,,,,,,,,,
EL,"Estee Lauder Cos., Inc.",Consumer Defensive,Household & Personal Products,52.02B,112.04,34.11,35.30%,Feb 05/b,"1,934,664",145.11,,,,,,,,,,,,,,,,,,,,,,,,
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,50.92B,259.14,59.03,16.78%,Feb 05/a,"93,374,352",23.40,,,,,,,,,,,,,,,,,,,,,,,,
MMM,3M Co.,Industrials,Conglomerates,50.75B,-,8.89,0.11%,Jan 23/b,"4,326,602",91.82,,,,,,,,,,,,,,,,,,,,,,,,
APD,Air Products & Chemicals Inc.,Basic Materials,Specialty Chemicals,50.70B,21.81,17.01,1.58%,Feb 05/b,"1,927,219",228.09,,,,,,,,,,,,,,,,,,,,,,,,
TRV,Travelers Companies Inc.,Financial,Insurance - Property & Casualty,50.43B,17.15,10.62,0.39%,Jan 19/b,"2,818,497",220.10,,,,,,,,,,,,,,,,,,,,,,,,
MET,Metlife Inc,Financial,Insurance - Life,50.15B,37.51,6.91,16.03%,Jan 31/a,"3,271,795",68.62,,,,,,,,,,,,,,,,,,,,,,,,
PSA,Public Storage.,Real Estate,REIT - Industrial,49.96B,26.05,24.47,10.20%,Feb 20/a,"1,201,592",284.12,,,,,,,,,,,,,,,,,,,,,,,,
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,49.70B,45.63,24.05,2.05%,Feb 07/b,"1,535,328",197.09,,,,,,,,,,,,,,,,,,,,,,,,
ET,Energy Transfer LP,Energy,Oil & Gas Midstream,49.23B,13.46,9.05,14.99%,Feb 14/a,"15,338,497",14.64,,,,,,,,,,,,,,,,,,,,,,,,
F,Ford Motor Co.,Consumer Cyclical,Auto Manufacturers,48.68B,11.40,6.65,1.94%,Feb 06/a,"44,591,048",12.25,,,,,,,,,,,,,,,,,,,,,,,,
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,48.63B,28.61,24.72,1.97%,Mar 05/a,"1,788,425",144.45,,,,,,,,,,,,,,,,,,,,,,,,
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,48.58B,21.42,22.38,0.84%,Feb 05/a,"1,221,987",148.90,,,,,,,,,,,,,,,,,,,,,,,,
CARR,Carrier Global Corp,Industrials,Building Products & Equipment,48.00B,33.80,17.32,7.27%,Feb 06/b,"5,462,880",53.43,,,,,,,,,,,,,,,,,,,,,,,,
DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,47.61B,10.32,9.24,11.96%,Jan 23/b,"2,151,376",143.47,,,,,,,,,,,,,,,,,,,,,,,,
TFC,Truist Financial Corporation,Financial,Banks - Regional,47.43B,-,9.08,0.31%,Jan 18/b,"12,208,313",35.56,,,,,,,,,,,,,,,,,,,,,,,,
CCI,Crown Castle Inc,Real Estate,REIT - Specialty,47.27B,31.55,42.71,0.44%,Jan 25/b,"4,592,755",108.92,,,,,,,,,,,,,,,,,,,,,,,,
AZO,Autozone Inc.,Consumer Cyclical,Specialty Retail,46.62B,19.57,16.41,0.32%,Feb 27/b,"132,028",2696.15,,,,,,,,,,,,,,,,,,,,,,,,
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,46.59B,35.49,29.53,9.31%,Feb 22/a,"4,557,860",48.52,,,,,,,,,,,,,,,,,,,,,,,,
GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,46.41B,25.69,21.75,9.35%,Feb 02/b,"220,748",935.15,,,,,,,,,,,,,,,,,,,,,,,,
AIG,American International Group Inc,Financial,Insurance - Diversified,46.39B,13.64,8.20,0.19%,Feb 13/a,"6,814,580",68.13,,,,,,,,,,,,,,,,,,,,,,,,
COR,Cencora Inc.,Healthcare,Medical Distribution,46.35B,25.31,15.84,13.52%,Jan 31/b,"1,547,647",232.36,,,,,,,,,,,,,,,,,,,,,,,,
AFL,Aflac Inc.,Financial,Insurance - Life,46.04B,10.17,11.38,10.09%,Jan 31/a,"2,173,295",78.78,,,,,,,,,,,,,,,,,,,,,,,,
DASH,DoorDash Inc,Communication Services,Internet Content & Information,45.99B,-,89.48,29.20%,Feb 15/a,"7,963,362",115.48,,,,,,,,,,,,,,,,,,,,,,,,
VLO,Valero Energy Corp.,Energy,Oil & Gas Refining & Marketing,45.97B,5.46,10.70,0.46%,Jan 25/b,"4,060,549",135.03,,,,,,,,,,,,,,,,,,,,,,,,
IDXX,"Idexx Laboratories, Inc.",Healthcare,Diagnostics & Research,45.78B,54.76,43.01,1.02%,Feb 05/b,"441,413",551.21,,,,,,,,,,,,,,,,,,,,,,,,
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,45.76B,37.26,28.01,13.88%,Jan 31/b,"629,368",419.41,,,,,,,,,,,,,,,,,,,,,,,,
DXCM,Dexcom Inc,Healthcare,Medical Devices,45.44B,89.93,52.89,2.10%,Feb 08/a,"3,198,888",117.87,,,,,,,,,,,,,,,,,,,,,,,,
NUE,Nucor Corp.,Basic Materials,Steel,45.23B,10.23,13.48,0.66%,Jan 29/a,"1,421,622",183.99,,,,,,,,,,,,,,,,,,,,,,,,
HES,Hess Corporation,Energy,Oil & Gas E&P,45.05B,32.65,14.53,9.68%,Jan 31/b,"3,138,886",146.68,,,,,,,,,,,,,,,,,,,,,,,,
